Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Stock,Regular price,Sale price,Categories,Tags,Images,External URL,Button text,Meta: _affiliate_network,Meta: _merchant_brand
"external","cj-10202bb0c5f7bea5c78c","Antisquad","1","1","visible","AntiSquad is a spectacular action game with a rich tactical palette and a substantial arsenal of gaming opportunities.","AntiSquad is a spectacular action game with a rich tactical palette and a substantial arsenal of gaming opportunities.","none","1","","5.99","0.49","Electronics","cj,electronics,plugindigital","https://www.yuplay.com/media/products/antisquad/616/347ec21abf47eb66d50825445ad123230e32027c.jpg","https://www.yuplay.com/product/antisquad/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-1ec6751828f507c2f473","Through the Woods","1","1","visible","Through the Woods is a third-person Norse horror adventure set in a forest on the western shores of Norway that tells the story of a mother and her missing s...","Through the Woods is a third-person Norse horror adventure set in a forest on the western shores of Norway that tells the story of a mother and her missing s...","none","1","","19.99","1.64","Accessories","cj,accessories,fulqrumpublishing","https://www.yuplay.com/media/products/through-the-woods/616/a94816ed00d8339754053d6ddd7c0733e39b89d6.jpg","https://www.yuplay.com/product/through-the-woods/?partner=cj","Ver Oferta","CJ","Fulqrum Publishing"
"external","cj-0b4610abc365e281d0e3","Crazy Pixel Streaker","1","1","visible","A Fresh and Insane Brawler with Roguelike elements. Lead a fellowship of jackasses abducted by angry aliens and forced to spread chaos into the most famous s...","A Fresh and Insane Brawler with Roguelike elements. Lead a fellowship of jackasses abducted by angry aliens and forced to spread chaos into the most famous s...","none","1","","4.99","0.41","Books","cj,books,plugindigital","https://www.yuplay.com/media/products/crazy-pixel-streaker/616/e313b955dce182fd5e98c7085951304ece38d207.jpg","https://www.yuplay.com/product/crazy-pixel-streaker/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-0c7dfbdc57dca6576161","Toilet Tycoon","1","1","visible","How would you like to be in a line of business that's totally crisis proof? You can see for yourself that money doesnt stink as a MANAGER of pay toilets!When...","How would you like to be in a line of business that's totally crisis proof? You can see for yourself that money doesnt stink as a MANAGER of pay toilets!When...","none","1","","4.99","0.41","Beauty","cj,beauty,plugindigital","https://www.yuplay.com/media/products/toilet-tycoon/616/52ab84669b12b8725a943feb274a35289cd39a91.jpg","https://www.yuplay.com/product/toilet-tycoon/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-139a3d2c751a0ac0ec22","Satellite Rush","1","1","visible","Satellite Rush is a sci-fi top-down shooter with pixel art graphics and Roguelike elements. Take control of an abducted office worker and blast through Satel...","Satellite Rush is a sci-fi top-down shooter with pixel art graphics and Roguelike elements. Take control of an abducted office worker and blast through Satel...","none","1","","4.99","0.41","Accessories","cj,accessories,plugindigital","https://www.yuplay.com/media/products/satellite-rush/616/2b7b5b0c19e04e86b22c506f665996cbfe02d41e.jpg","https://www.yuplay.com/product/satellite-rush/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-15cb72f0e1a98594ed8f","Point Perfect","1","1","visible","Point Perfect puts your mouse hand to the ultimate test. Navigate your mouse through a procedurally generated gauntlet. Use your reflexes to avoid aliens, sa...","Point Perfect puts your mouse hand to the ultimate test. Navigate your mouse through a procedurally generated gauntlet. Use your reflexes to avoid aliens, sa...","none","1","","4.99","0.41","Electronics","cj,electronics,plugindigital","https://www.yuplay.com/media/products/point-perfect/616/16e04d86aa26af5aa69229d659e1f8137d8a83ff.jpg","https://www.yuplay.com/product/point-perfect/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-1f0de16c9c540992a74b","Escape The Past","1","1","visible","Stuck on this island, you have only one thing in your mind... Escape !It's time for you to uncover the secrets of your life.Fight what you created and accept...","Stuck on this island, you have only one thing in your mind... Escape !It's time for you to uncover the secrets of your life.Fight what you created and accept...","none","1","","4.99","0.41","Accessories","cj,accessories,plugindigital","https://www.yuplay.com/media/products/escape-the-past/616/afc443a7737ea1f49c28d1a108a89358a440bac8.jpg","https://www.yuplay.com/product/escape-the-past/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-3c6453df400251b9d616","Rage Against The Zombies","1","1","visible","A gigantic ZOMBIE INFESTATION is going on in your city and youre the ONE who will STOP THEM!","A gigantic ZOMBIE INFESTATION is going on in your city and youre the ONE who will STOP THEM!","none","1","","4.99","0.41","Accessories","cj,accessories,plugindigital","https://www.yuplay.com/media/products/rage-against-the-zombies/616/2cc5ccf56ff34bdf28b1d2894453e5cea3b4861d.jpg","https://www.yuplay.com/product/rage-against-the-zombies/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-31a2b38230e5fdf6afd8","Cybernetic Fault","1","1","visible","Prove your ability to read names next to the big red buttons! Show your ability to fight for life in a science center that is falling apart from the conseque...","Prove your ability to read names next to the big red buttons! Show your ability to fight for life in a science center that is falling apart from the conseque...","none","1","","20.99","1.73","Books","cj,books,whalerockgames","https://www.yuplay.com/media/products/cybernetic-fault/616/08d5071be7a07f9dea2d9bb99a55d43a5eb28b6c.jpg","https://www.yuplay.com/product/cybernetic-fault/?partner=cj","Ver Oferta","CJ","Whale Rock Games"
"external","cj-3b93545c467169534f16","This Book Is A Dungeon","1","1","visible","Auto-cannibalism. Demonic Seduction. Occult Rituals. Bloodfeasting Worms. This dark, horrific Twine-based dungeon crawler pairs edgy interactive fiction with...","Auto-cannibalism. Demonic Seduction. Occult Rituals. Bloodfeasting Worms. This dark, horrific Twine-based dungeon crawler pairs edgy interactive fiction with...","none","1","","3.99","0.33","Books","cj,books,plugindigital","https://www.yuplay.com/media/products/this-book-is-a-dungeon/616/3fa27aba9306519f4701f7e6186413dca038ac6b.jpg","https://www.yuplay.com/product/this-book-is-a-dungeon/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-049fd6f5155f7f017d47","Zombie Party","1","1","visible","Zombie Party is a retro rampage of fun and over-the-top action, while still giving the players a deep and engaging Action-RPG Rogue-like experience! Go on a ...","Zombie Party is a retro rampage of fun and over-the-top action, while still giving the players a deep and engaging Action-RPG Rogue-like experience! Go on a ...","none","1","","8.19","0.68","Accessories","cj,accessories,plugindigital","https://www.yuplay.com/media/products/zombie-party/616/7a073a1b7587238cac17383ed4608a487384fdf0.jpg","https://www.yuplay.com/product/zombie-party/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-2de3ab88f2756066ea75","Limouzik","1","1","visible","Limouzik is a software that transform your computer into a music instrument and makes you a musician.Limouzik is based on classical harmony and the relations...","Limouzik is a software that transform your computer into a music instrument and makes you a musician.Limouzik is based on classical harmony and the relations...","none","1","","19.99","1.66","Accessories","cj,accessories,plugindigital","https://www.yuplay.com/media/products/limouzik/616/87418a935aa008e73c3386f8524c0228917328cc.jpg","https://www.yuplay.com/product/limouzik/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-098764ad36ddabe164f0","Pro Rugby Manager 2015","1","1","visible","Take the lead of your favourite rugby union team.Pro Rugby Manager 2015 covers all aspects of the challenges of a real rugby union manager: guarantee sportin...","Take the lead of your favourite rugby union team.Pro Rugby Manager 2015 covers all aspects of the challenges of a real rugby union manager: guarantee sportin...","none","1","","9.99","0.83","Home","cj,home,505games","https://www.yuplay.com/media/products/pro-rugby-manager-2015/616/d2a9887c4143758ef1188c5a73c80e8d713e65e8.jpg","https://www.yuplay.com/product/pro-rugby-manager-2015/?partner=cj","Ver Oferta","CJ","505 Games"
"external","cj-1e41cad88f17735a1b92","The Guest","1","1","visible","The Guest is a gloomy adventure full of enigmas where the exploration of your surroundings comes to prominence; puzzles, secrets and riddles will help you di...","The Guest is a gloomy adventure full of enigmas where the exploration of your surroundings comes to prominence; puzzles, secrets and riddles will help you di...","none","1","","9.99","0.83","Accessories","cj,accessories,505games","https://www.yuplay.com/media/products/the-guest/616/087e32779af82f09f5566e79d3886a6d056d47e8.jpg","https://www.yuplay.com/product/the-guest/?partner=cj","Ver Oferta","CJ","505 Games"
"external","cj-3164e32e29e3ccb099e7","King's Bounty: Warriors of the North","1","1","visible","A new hero, young Olaf, the son of the Northling King, dedicates his life to the fight against the undead infesting the Northern Lands of Endoria. He will fa...","A new hero, young Olaf, the son of the Northling King, dedicates his life to the fight against the undead infesting the Northern Lands of Endoria. He will fa...","none","1","","9.99","0.83","Accessories","cj,accessories,fulqrumpublishing","https://www.yuplay.com/media/products/kings-bounty-warriors-of-the-north/616/57735b54da7640a62e2ba23808e4f8e0001403ac.jpg","https://www.yuplay.com/product/kings-bounty-warriors-of-the-north/?partner=cj","Ver Oferta","CJ","Fulqrum Publishing"
"external","cj-1f214d20695af4dda7a8","Hiveswap: Friendsim","1","1","visible","You just crash-landed on Alternia, and youre DESPERATE for friendship! Anyone will do...wait, who are those two trolls approaching you? A darkly comedic epis...","You just crash-landed on Alternia, and youre DESPERATE for friendship! Anyone will do...wait, who are those two trolls approaching you? A darkly comedic epis...","none","1","","12.99","1.08","Accessories","cj,accessories,plugindigital","https://www.yuplay.com/media/products/hiveswap-friendsim/616/dc2e8321eac3b2f02934d99410710df957a30097.jpg","https://www.yuplay.com/product/hiveswap-friendsim/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-2d78851491d19626b7da","LEGO Star Wars: The Force Awakens Deluxe Edition","1","1","visible","The Force is strong with this one&#226;&#8364;&#166; The No. 1 LEGO&#194; videogame franchise triumphantly returns with a fun-filled, humorous journey based ...","The Force is strong with this one&#226;&#8364;&#166; The No. 1 LEGO&#194; videogame franchise triumphantly returns with a fun-filled, humorous journey based ...","none","1","","16.67","1.39","Books","cj,books,warnerbrosinteractiveentertainment","https://www.yuplay.com/media/products/lego-star-wars-the-force-awakens-deluxe-edition/616/69be27f657016a4806e749f1088393060e4e7448.jpg","https://www.yuplay.com/product/lego-star-wars-the-force-awakens-deluxe-edition/?partner=cj","Ver Oferta","CJ","Warner Bros. Interactive Entertainment"
"external","cj-2bc71c530b116ca14ec2","Space Empires V","1","1","visible","Space Empires V is the latest edition in the Space Empires series. This new chapter completely updates the UI and takes the player into a real-time rendered ...","Space Empires V is the latest edition in the Space Empires series. This new chapter completely updates the UI and takes the player into a real-time rendered ...","none","1","","14.99","1.25","Books","cj,books,strategyfirst","https://www.yuplay.com/media/products/space-empires-v/616/8bc62bbaf99d4ea0d84829a32399a74e5ad00a21.jpg","https://www.yuplay.com/product/space-empires-v/?partner=cj","Ver Oferta","CJ","Strategy First"
"external","cj-0045bacbfdd5c34835aa","Boiling Bolt","1","1","visible","The Earth was shattered and reduced to floating islands hanging on the power of their Crystal. Life went back to its course, forgetting that bitter past. A m...","The Earth was shattered and reduced to floating islands hanging on the power of their Crystal. Life went back to its course, forgetting that bitter past. A m...","none","1","","11.99","1.00","Beauty","cj,beauty,dearvillagers","https://www.yuplay.com/media/products/boiling-bolt/616/6ed4ba95170b454fba5a95b2a3ebad295c95d4ef.jpg","https://www.yuplay.com/product/boiling-bolt/?partner=cj","Ver Oferta","CJ","Dear Villagers"
"external","cj-01ae0c327a1b51f6607b","Citrouille","1","1","visible","Citrouille is a modern spin on old arcade classics. Brave danger and cover the world with flowers using your magic ladders. Play alone, together or settle th...","Citrouille is a modern spin on old arcade classics. Brave danger and cover the world with flowers using your magic ladders. Play alone, together or settle th...","none","1","","8.99","0.75","Accessories","cj,accessories,plugindigital","https://www.yuplay.com/media/products/citrouille/616/eb52c0d3995d9a8a49791e7d46c10ae7b7bd2f94.jpg","https://www.yuplay.com/product/citrouille/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-16d2fc09c23dfed22c22","Warhammer: End Times - Vermintide Drachenfels","1","1","visible","Explore 3 NEW stunning adventure maps in this DLC for Vermintide, where you travel outside of Ubersreik's walls to the Grey Mountains. Fight your way through...","Explore 3 NEW stunning adventure maps in this DLC for Vermintide, where you travel outside of Ubersreik's walls to the Grey Mountains. Fight your way through...","none","1","","8.99","0.75","Accessories","cj,accessories,fatshark","https://www.yuplay.com/media/products/warhammer-end-times-vermintide-drachenfels/616/239fdd975d9a592aa1b157131129003fb0a26fe3.jpg","https://www.yuplay.com/product/warhammer-end-times-vermintide-drachenfels/?partner=cj","Ver Oferta","CJ","Fatshark"
